 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                                Range                                              
      0.0          798,711        100       7,987.1       7,753.0       6,146      12,711        819.4  PushPop  TensorRT:PWN(/layer1/layer1.2/relu_1/Relu)                                                      
      0.0          796,058        100       7,960.6       7,892.0       6,565      17,041      1,009.2  PushPop  TensorRT:PWN(/layer3/layer3.2/relu_2/Relu)                                                      
      0.0          790,406        100       7,904.1       7,962.0       7,054       9,569        426.7  PushPop  TensorRT:PWN(/layer3/layer3.2/relu/Relu)                                                        
      0.0          206,177        110       1,874.3       1,467.0         908      15,365      1,670.6  PushPop  TensorRT:Reformatting CopyNode for Input Tensor 0 to /fc/Gemm                                   
      0.0          178,372        110       1,621.6       1,467.0         908       6,146        553.5  PushPop  TensorRT:reshape_after_/fc/Gemm                                                                 
      0.0          169,226        100       1,692.3       1,885.0         908       2,864        292.2  PushPop  TensorRT:fc.weight                                                                              
      0.0          152,604        100       1,526.0       1,466.0         908       2,863        337.7  PushPop  TensorRT:fc.bias                                                                                
      0.0           50,008          2      25,004.0      25,004.0      19,975      30,033      7,112.1  PushPop  TensorRT:(Unnamed Layer* 1) [Cast]                                                              

Processing [reports/tensnorrt_quant_infer_profile.sqlite] with [/opt/nvidia/nsight-systems/2024.4.1/host-linux-x64/reports/osrt_sum.py]... 

 ** OS Runtime Summary (osrt_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)       Med (ns)      Min (ns)     Max (ns)    StdDev (ns)           Name         
 --------  ---------------  ---------  -------------  -------------  -----------  -----------  -----------  ----------------------
     46.4   68,930,365,871        138  499,495,404.9  500,065,365.5  421,015,563  500,086,465  6,729,415.7  pthread_cond_timedwait
     43.8   65,142,601,233    677,303       96,179.4       33,384.0        1,396  100,405,623  1,691,359.5  poll                  
      7.3   10,909,406,182    159,277       68,493.3       21,301.0        1,396    4,543,237    108,926.4  sem_wait              
      1.5    2,236,149,834    111,568       20,042.9       12,362.0        1,467   17,402,102     67,535.5  ioctl                 
      0.4      664,783,508    177,892        3,737.0        1,886.0        1,327   45,443,902    148,707.1  read                  
      0.2      324,444,221    146,675        2,212.0        2,374.0        1,327       81,505        799.0  write                 
      0.2      323,674,704     57,664        5,613.1        5,099.0        1,885      265,470      3,038.3  fopen64               
      0.1       95,588,813     28,877        3,310.2        3,283.0        1,397       48,540        826.7  fclose                
      0.0       10,037,864      6,937        1,447.0        1,397.0        1,327       23,188        405.3  pthread_cond_signal   
      0.0        9,158,482         68      134,683.6      143,665.5       23,327      272,734     47,744.7  pthread_rwlock_rdlock 
      0.0        7,552,252        107       70,581.8       10,546.0        4,260    2,151,140    295,536.0  mmap64                
      0.0        3,440,223         46       74,787.5       31,499.5        1,397      228,454     72,471.9  pthread_rwlock_wrlock 
      0.0        2,402,980      1,324        1,814.9        1,397.0        1,327       24,305      2,374.2  pthread_mutex_lock    
      0.0        2,305,981        324        7,117.2        6,635.0        4,330       21,931      2,385.2  open64                
      0.0        2,055,105         51       40,296.2       10,336.0        4,401      359,477     90,363.7  mmap                  
      0.0          785,726         18       43,651.4       23,851.0       15,924      317,992     69,349.2  sem_timedwait         
      0.0          785,096         38       20,660.4       10,720.5        4,750      364,088     57,462.6  munmap                
      0.0          635,076          2      317,538.0      317,538.0      297,249      337,827     28,693.0  pthread_join          
      0.0          610,969        366        1,669.3        1,397.0        1,327       75,080      3,878.1  fgets                 
      0.0          247,242         41        6,030.3        5,098.0        2,933       14,527      2,978.5  fopen                 
      0.0          142,898         42        3,402.3        2,828.5        2,305       13,410      2,243.7  fread                 
      0.0          141,570          3       47,190.0       40,578.0       32,895       68,097     18,509.0  pthread_create        
      0.0          129,141         90        1,434.9        1,397.0        1,396        2,305         98.9  flockfile             
      0.0           91,072         54        1,686.5        1,850.5        1,396        2,305        258.6  fcntl                 
      0.0           84,161         57        1,476.5        1,397.0        1,396        2,934        238.2  sigaction             
      0.0           69,214         46        1,504.7        1,431.5        1,396        4,819        500.8  fwrite                
      0.0           51,331         35        1,466.6        1,397.0        1,396        2,305        168.6  pthread_mutex_trylock 
      0.0           39,391          6        6,565.2        6,635.0        3,283        9,498      2,272.9  open                  
      0.0           33,109         21        1,576.6        1,397.0        1,397        2,375        315.1  fflush                
      0.0           20,465          7        2,923.6        1,886.0        1,397        6,216      2,092.5  signal                
      0.0           15,784          2        7,892.0        7,892.0        5,797        9,987      2,962.8  socket                
      0.0           14,806         10        1,480.6        1,466.5        1,396        1,885        146.3  dup                   
      0.0           12,501          4        3,125.3        2,444.0        1,467        6,146      2,065.8  putc                  
      0.0           11,105          1       11,105.0       11,105.0       11,105       11,105          0.0  connect               
      0.0           10,825          1       10,825.0       10,825.0       10,825       10,825          0.0  pipe2                 
      0.0            7,263          1        7,263.0        7,263.0        7,263        7,263          0.0  pthread_kill          
      0.0            2,304          1        2,304.0        2,304.0        2,304        2,304          0.0  bind                  
      0.0            1,885          1        1,885.0        1,885.0        1,885        1,885          0.0  listen                

Processing [reports/tensnorrt_quant_infer_profile.sqlite] with [/opt/nvidia/nsight-systems/2024.4.1/host-linux-x64/reports/cuda_api_sum.py]... 

 ** CUDA API Summary (cuda_api_sum):

 Time (%)  Total Time (ns)  Num Calls    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)              Name             
 --------  ---------------  ---------  ------------  ------------  ----------  ----------  -----------  -----------------------------
     44.0   13,190,709,283    275,360      47,903.5      24,724.0       2,793   4,720,218     91,814.7  cudaEventSynchronize         
      9.5    2,863,549,427    671,804       4,262.5       3,842.0       1,885     304,582      1,600.0  cuLaunchKernelEx             
      9.4    2,806,535,462    264,929      10,593.5       4,330.0       2,794   1,084,650     32,817.5  cudaStreamSynchronize        
      8.8    2,647,816,087    144,544      18,318.4       5,378.0         419   4,096,177     78,051.9  cudaMemcpyAsync              
      7.8    2,354,535,008    494,932       4,757.3       4,261.0       1,956  79,349,446    115,258.5  cudaLaunchKernel             
      5.4    1,633,788,269    550,720       2,966.6       2,864.0         978     221,470      1,267.5  cudaEventRecord              
